Published Date,URL
2014-06-06,https://query.nytimes.com/gst/fullpage.html?res=9B06E1D91E3AF935A35755C0A9629D8B63
2014-06-05,https://query.nytimes.com/gst/fullpage.html?res=9D06E7D91E3AF936A35755C0A9629D8B63
2014-05-31,https://www.nytimes.com/2014/05/31/opinion/how-book-publishers-can-beat-amazon.html
2014-05-27,https://afterdeadline.blogs.nytimes.com/2014/05/27/bright-passages-21/
2014-06-05,https://www.legacy.com/Link.asp?I=LS000171238716
2014-01-27,https://dealbook.nytimes.com/2014/01/27/google-acquires-british-artificial-intelligence-developer/
2013-10-15,https://www.nytimes.com/2013/10/15/technology/the-rapid-advance-of-artificial-intelligence.html
2014-07-09,https://www.nytimes.com/2014/07/09/opinion/maureen-dowd-silicon-valley-sharknado.html
2014-08-08,https://www.nytimes.com/2014/08/08/science/new-computer-chip-is-designed-to-work-like-the-brain.html
2014-06-11,https://bits.blogs.nytimes.com/2014/06/11/intelligence-too-big-for-a-single-machine/
2014-06-24,https://bits.blogs.nytimes.com/2014/06/24/daily-report-microsoft-sees-quantum-computing-as-technologys-next-frontier/
2014-08-06,https://www.nytimes.com/2014/08/07/upshot/will-you-lose-your-job-to-a-robot-silicon-valley-is-split.html
2014-07-24,https://www.nytimes.com/times-insider/2014/07/24/connecting-the-tech-world-to-everyday-life/
2014-03-27,https://www.nytimes.com/2014/03/27/science/enlisting-a-computer-to-battle-cancers-one-by-one.html
2014-03-02,https://opinionator.blogs.nytimes.com/2014/03/02/the-philosophy-of-her/
2014-05-25,https://www.nytimes.com/2014/05/25/your-money/the-haggler-the-computerized-voice-that-wasnt.html
2014-05-12,https://www.nytimes.com/2014/05/12/technology/ibm-poised-for-growth-chief-says.html
2014-07-08,https://www.nytimes.com/2014/07/08/opinion/replaced-by-an-algorithm.html
2014-04-01,https://www.nytimes.com/2014/04/06/magazine/hey-robot-which-cat-is-cuter.html
2014-01-28,https://bits.blogs.nytimes.com/2014/01/28/google-buys-a-i-company-for-search-not-robots/
2013-12-28,https://www.nytimes.com/2013/12/29/science/brainlike-computers-learning-from-experience.html
2013-08-19,https://www.nytimes.com/2013/08/19/arts/television/malevolent-machines-take-over-in-delete-on-reelz.html
2013-12-30,https://www.nytimes.com/2013/12/30/world/asia/computers-jump-to-the-head-of-the-class.html
2013-10-28,https://www.nytimes.com/2013/10/29/science/making-robots-more-like-us.html
2013-12-30,https://www.nytimes.com/news/minute/2013/12/30/times-minute-jpmorgans-hiring/
2013-08-29,https://wheels.blogs.nytimes.com/2013/08/29/nissan-announces-plans-to-release-driverless-cars-by-2020/
2013-09-05,https://www.nytimes.com/2013/09/08/magazine/poker-computer.html
2013-11-14,https://www.nytimes.com/2013/11/14/technology/ibm-to-announce-more-powerful-watson-via-the-internet.html
2013-10-28,https://www.nytimes.com/video/science/100000002521267/humanoid-robots.html
2014-06-27,https://bits.blogs.nytimes.com/2014/06/27/the-u-s-germany-match-through-a-social-media-lens/
2014-06-19,https://op-talk.blogs.nytimes.com/2014/06/19/our-robot-nightmares/
2014-07-09,https://www.nytimes.com/2014/07/09/arts/television/extant-stars-halle-berry-as-a-space-traveler-with-a-secret.html
2014-04-17,https://bits.blogs.nytimes.com/2014/04/17/daily-report-googles-results-disappoint-as-ads-are-less-profitable/
2014-05-12,https://wordplay.blogs.nytimes.com/2014/05/12/kenken/
2013-08-25,https://www.nytimes.com/2013/08/25/sunday-review/addicted-to-apps.html
2014-05-16,https://www.nytimes.com/2014/05/16/arts/design/anne-doran-photo-works-1985-1991.html
2014-07-04,https://www.nytimes.com/2014/07/04/arts/design/Tracking-the-Digital-Revolution-From-Pong-to-Gravity.html
2014-06-24,https://bits.blogs.nytimes.com/2014/06/24/googles-nest-makes-its-bid-to-become-an-internet-of-things-platform/
2014-07-16,https://www.nytimes.com/2014/07/16/opinion/maureen-dowd-oval-avatar.html
2014-06-16,https://www.nytimes.com/2014/06/17/upshot/danger-robots-working.html
2014-08-12,https://www.nytimes.com/2014/08/12/technology/hotel-to-begin-testing-botlr-a-robotic-bellhop.html
2014-07-07,https://www.nytimes.com/2014/07/07/arts/video-games/text-games-in-a-new-era-of-stories.html
2014-03-07,https://dealbook.nytimes.com/2014/03/07/icahn-discloses-hes-now-on-facebook/
2014-06-10,https://sinosphere.blogs.nytimes.com/2014/06/10/xi-urges-greater-innovation-in-core-technologies/
2014-05-02,https://boss.blogs.nytimes.com/2014/05/02/today-in-small-business-288000-jobs/
2014-04-06,https://bits.blogs.nytimes.com/2014/04/06/apples-deep-pockets-what-159-billion-could-do/
2014-06-24,https://www.nytimes.com/2014/06/24/technology/microsoft-makes-a-bet-on-quantum-computing-research.html
2014-01-27,https://dealbook.nytimes.com/2014/01/27/morning-agenda-anger-over-venture-capitalists-letter/
2014-06-16,https://www.nytimes.com/2014/06/16/technology/a-smartphone-keyboard-app-that-anticipates-what-you-want-to-type.html
2014-05-13,https://bits.blogs.nytimes.com/2014/05/13/ibms-virginia-rometty-on-leadership-and-management/
2014-05-31,https://bits.blogs.nytimes.com/2014/05/31/quantifying-privacy-a-week-of-location-data-may-be-unreasonable-search/
2014-06-01,https://www.nytimes.com/2014/06/01/fashion/office-help-is-on-the-way-virtually-speaking.html
2014-05-26,https://www.nytimes.com/2014/05/26/arts/video-games/delay-tests-video-game-developer.html
2014-05-11,https://www.nytimes.com/2014/05/12/upshot/a-discussion-of-the-danger-and-promise-of-tech.html
2014-01-06,https://carpetbagger.blogs.nytimes.com/2014/01/06/asking-siri-about-her/
2014-04-17,https://www.nytimes.com/2014/04/17/technology/google-revenue-jumps-but-misses-forecasts.html
2014-04-17,https://www.nytimes.com/2014/04/17/technology/ibm-quarterly-earnings.html
2014-03-30,https://www.nytimes.com/roomfordebate/2014/03/30/was-marx-right/
2014-04-25,https://www.nytimes.com/2014/04/25/movies/movie-listings-for-april-25-may-1.html
2014-01-12,https://www.nytimes.com/2014/01/12/books/review/orfeo-by-richard-powers.html
2014-04-29,https://www.nytimes.com/2014/04/29/arts/music/moogfest-2014-unfolds-in-asheville-nc.html
2014-04-28,https://artsbeat.blogs.nytimes.com/2014/04/28/mad-men-recap-season7-episode-3-the-dark-knight-returns/
2014-04-24,https://www.nytimes.com/2014/04/24/technology/personaltech/windows-phone-8-1-finally-catches-up-to-its-rivals.html
2014-04-20,https://bits.blogs.nytimes.com/2014/04/20/friends-and-influence-for-sale-online/
2014-03-19,https://www.nytimes.com/2014/03/19/arts/video-games/video-game-reviews-smash-hit-castlevania-calculords-and-threes.html
2014-04-17,https://www.nytimes.com/2014/04/18/movies/johnny-depp-stars-in-transcendence.html
2014-01-28,https://carpetbagger.blogs.nytimes.com/2014/01/28/a-romance-38-years-in-the-making/
2014-03-13,https://cityroom.blogs.nytimes.com/2014/03/13/new-york-today-extreme-drop/
2014-01-01,https://artsbeat.blogs.nytimes.com/2014/01/01/tony-n-tinas-wedding-coming-back-to-new-york/
2014-04-06,https://www.nytimes.com/2014/04/07/opinion/eight-no-nine-problems-with-big-data.html
2013-12-20,https://bits.blogs.nytimes.com/2013/12/20/todays-scuttlebot-dont-pass-go-com-and-the-meaning-of-mobile-scale/
2014-03-30,https://www.nytimes.com/2014/03/30/books/review/the-blazing-world-by-siri-hustvedt.html
2014-01-22,https://dealbook.nytimes.com/2014/01/22/wells-fargo-sells-servicing-rights-on-39-billion-in-mortgages/
2014-02-15,https://www.nytimes.com/2014/02/15/opinion/nocera-innovation-optimism-and-jobs.html
2013-09-19,https://dealbook.nytimes.com/2013/09/19/rocket-fuel-prices-i-p-o-at-top-of-revised-range/
2013-12-10,https://bits.blogs.nytimes.com/2013/12/10/todays-scuttlebot-foursquare-regains-its-place-and-how-a-colombian-cartel-got-your-phone/
2013-12-24,https://www.nytimes.com/2013/12/24/world/europe/alan-turing-enigma-code-breaker-and-computer-pioneer-wins-royal-pardon.html
2014-02-09,https://bits.blogs.nytimes.com/2014/02/09/quora-and-the-search-for-truth/
2014-03-09,https://www.nytimes.com/2014/03/09/books/review/michio-kakus-future-of-the-mind.html
